HYRIV_ID,NEXT_DOWN,MAIN_RIV,LENGTH_KM,DIST_DN_KM,DIST_UP_KM,CATCH_SKM,UPLAND_SKM,ENDORHEIC,DIS_AV_CMS,ORD_STRA,ORD_CLAS,ORD_FLOW,HYBAS_L12,Shape_Leng,geometry,index_right,HYBAS_ID
40870768,40872537,41067217,1.029999971389771,517.2999877929688,177.5,2.680000066757202,4575.0,0,88.21700286865234,5,4,5,4121482410.0,0.010059223176592,"LINESTRING (89.74374999999944 26.73958333333291, 89.74791666666616 26.73958333333291, 89.75208333333282 26.73541666666626)",15614,4080886640
40871016,40870482,41067217,2.480000019073486,532.5,4.400000095367432,6.900000095367432,6.900000095367432,0,0.305999994277954,1,6,7,4120876340.0,0.023927669529603,"LINESTRING (89.64999999999944 26.731249999999598, 89.64374999999947 26.731249999999598, 89.63124999999948 26.743749999999572)",15620,4080883710
40870769,40872537,41067217,0.930000007152557,517.2999877929688,2.900000095367432,3.829999923706055,3.799999952316284,0,0.165999993681908,1,5,7,4121482410.0,0.008838834764834,"LINESTRING (89.75833333333284 26.74166666666624, 89.75208333333282 26.73541666666626)",15614,4080886640
40871017,40870768,41067217,5.329999923706055,518.0999755859375,8.100000381469727,10.15999984741211,10.199999809265137,0,0.446000009775162,1,5,7,4121482410.0,0.051516504294395,"LINESTRING (89.70416666666611 26.745833333332904, 89.7145833333328 26.73541666666626, 89.72708333333279 26.73541666666626, 89.73124999999956 26.731249999999598, 89.73541666666611 26.731249999999598, 89.73958333333283 26.73541666666626, 89.73958333333283 26.73958333333291, 89.74374999999944 26.73958333333291)",15614,4080886640
40870482,40873076,41067217,1.029999971389771,531.4000244140625,5.400000095367432,2.680000066757202,25.700000762939453,0,1.131999969482422,2,6,6,4120876340.0,0.010059223176545,"LINESTRING (89.63124999999948 26.743749999999572, 89.6306752106068 26.743749999999572)",15620,4080883710
40870484,40872538,41067217,1.080000042915344,507.5,5.699999809265137,1.529999971389771,19.5,0,0.829999983310699,2,3,7,4121481490.0,0.010059223176588,"LINESTRING (89.81458333333288 26.747916666666278, 89.81458333333288 26.743749999999572, 89.81874999999954 26.73958333333291)",15592,4080897540
40873078,40874253,41067217,3.109999895095825,499.3999938964844,13.800000190734863,5.369999885559082,45.599998474121094,0,1.955000042915344,2,3,6,4121481490.0,0.030177669529757,"MULTILINESTRING ((89.83958333333291 26.706249999999606, 89.83977975669521 26.706053576637306), (89.85704450386115 26.7020833333329, 89.86280710608276 26.7020833333329))",15592,4080897540
40872818,40874253,41067217,2.779999971389771,499.3999938964844,236.0,5.75,9739.400390625,0,150.4199981689453,5,2,4,4121481490.0,0.025000000000034,"LINESTRING (89.86458333333294 26.70911901105642, 89.86458333333294 26.70460002602671)",15592,4080897540
40872541,40872540,41067217,6.519999980926514,502.3999938964844,8.5,18.40999984741211,18.399999618530273,0,0.755999982357025,1,3,7,4121481490.0,0.063301617314254,"LINESTRING (89.98749999999947 26.729166666666224, 89.9864237321712 26.728090398837942)",15592,4080897540
40872542,40875659,41067217,6.150000095367432,529.5999755859375,8.199999809265137,13.800000190734863,13.800000190734863,0,0.554000020027161,1,5,7,4121482190.0,0.057409060804225,"LINESTRING (90.02083333333289 26.749999999999552, 90.01458333333281 26.743749999999572, 90.01458333333281 26.73541666666626, 90.01041666666615 26.73541666666626, 90.01041666666615 26.73231087167795)",15616,4080888030
40871273,40872818,41067217,1.549999952316284,502.20001220703125,233.1999969482422,3.640000104904175,9728.2001953125,0,149.94700622558594,5,2,4,4121481490.0,0.014225889843315,"LINESTRING (89.86041666666611 26.73958333333291, 89.86041666666611 26.73618656795856)",15592,4080897540
40870485,40871273,41067217,1.450000047683716,503.70001220703125,4.199999809265137,7.090000152587891,7.099999904632568,0,0.303000003099442,1,3,7,4121480090.0,0.014583333333292,"LINESTRING (89.84583333333282 26.73958333333291, 89.86041666666611 26.73958333333291)",15592,4080897540
40870486,40871273,41067217,1.159999966621399,503.79998779296875,3.900000095367432,4.03000020980835,4.0,0,0.170000001788139,1,4,7,4121480090.0,0.010416666666643,"LINESTRING (89.86041666666611 26.749999999999552, 89.86041666666611 26.73958333333291)",15592,4080897540
40870487,40871273,41067217,5.019999980926514,503.8999938964844,231.5,8.630000114440918,9713.5,0,149.31900024414062,5,2,4,4121480090.0,0.048570226039471,"LINESTRING (89.89791666666613 26.752083333332884, 89.89791666666613 26.747916666666278, 89.89374999999947 26.743749999999572, 89.88124999999948 26.743749999999572, 89.87708333333282 26.73958333333291, 89.87291666666616 26.73958333333291, 89.86874999999944 26.743749999999572, 89.86458333333294 26.743749999999572, 89.86041666666611 26.73958333333291)",15592,4080897540
40870205,40869755,41067217,7.239999771118164,511.8999938964844,13.100000381469727,18.790000915527344,38.5,0,1.554000020027161,2,3,6,4121480090.0,0.071129449216055,"LINESTRING (89.98541666666611 26.752083333332884, 89.98124999999956 26.747916666666278, 89.96041666666619 26.747916666666278, 89.95624999999953 26.743749999999572, 89.95208333333287 26.747916666666278, 89.9479166666662 26.747916666666278, 89.94374999999954 26.752083333332884, 89.9312499999995 26.752083333332884, 89.92708333333283 26.756249999999547, 89.92291666666617 26.756249999999547)",15592,4080897540
40869757,40870205,41067217,0.409999996423721,519.0999755859375,5.800000190734863,0.379999995231628,16.299999237060547,0,0.646000027656555,2,3,7,4121480090.0,0.004166666666777,"LINESTRING (89.98958333333289 26.752083333332884, 89.98541666666611 26.752083333332884)",15592,4080897540
40869753,40870487,41067217,1.450000047683716,508.79998779296875,5.800000190734863,1.730000019073486,9.399999618530273,0,0.391999989748001,2,3,7,4121480090.0,0.014225889843208,"LINESTRING (89.88541666666615 26.756249999999547, 89.88958333333281 26.752083333332884, 89.89791666666613 26.752083333332884)",15592,4080897540
40869756,40870205,41067217,0.689999997615814,519.0999755859375,3.599999904632568,3.450000047683716,3.5,0,0.137999996542931,1,4,7,4121480090.0,0.006250000000037,"LINESTRING (89.98541666666611 26.75833333333292, 89.98541666666611 26.752083333332884)",15592,4080897540
40869755,40870487,41067217,3.099999904632568,509.0,226.5,7.860000133514404,9690.7001953125,0,148.36500549316406,5,2,4,4121480090.0,0.030177669529753,"LINESTRING (89.92291666666617 26.756249999999547, 89.91041666666612 26.756249999999547, 89.90624999999946 26.760416666666252, 89.89791666666613 26.752083333332884)",15592,4080897540
40869758,40869757,41067217,1.159999966621399,519.5,4.0,3.259999990463257,3.299999952316284,0,0.129999995231628,1,4,7,4121480090.0,0.0104166666667,"LINESTRING (89.98958333333289 26.762499999999584, 89.98958333333289 26.752083333332884)",15592,4080897540
40869754,40870487,41067217,2.019999980926514,508.79998779296875,4.400000095367432,4.789999961853027,4.800000190734863,0,0.197999998927116,1,4,7,4121480090.0,0.018898057941369,"LINESTRING (89.8874999999995 26.766666666666232, 89.89791666666613 26.756249999999547, 89.89791666666613 26.752083333332884)",15592,4080897540
40870204,40870482,41067217,0.620000004768372,532.5,4.199999809265137,0.189999997615814,16.100000381469727,0,0.707000017166138,2,7,7,4120876340.0,0.005892556509913,"LINESTRING (89.63288338581002 26.745383385810122, 89.63124999999948 26.743749999999572)",15620,4080883710
